Covid19,CyberAttack
0,0.0
0,0.0
0,0.0
0,0.06944444444444445
0,0.06944444444444445
0,0.06944444444444445
0,0.06944444444444445
0,-0.3305555555555556
0,-0.3305555555555556
0,-0.3305555555555556
0,-0.3305555555555556
0,-0.3305555555555556
0,-0.3305555555555556
0,-0.3305555555555556
0,-0.3305555555555556
0,-0.3305555555555556
0,-0.3305555555555556
0,-0.3305555555555556
0,-0.4305555555555556
0,-0.4305555555555556
0,-0.4305555555555556
0,-0.14484126984126988
0,-0.2448412698412699
0,-0.2448412698412699
0,-0.2448412698412699
0,-0.2448412698412699
0,-0.4115079365079366
0,-0.4115079365079366
0,-0.4115079365079366
0,-0.4115079365079366
0,-0.4115079365079366
0,-0.4115079365079366
0,-0.4115079365079366
0,-0.4115079365079366
0,-0.4115079365079366
0,-0.4115079365079366
0,-0.4115079365079366
0,-0.6615079365079366
0,-0.6615079365079366
0,-0.6615079365079366
0,-0.1615079365079366
0,-0.1615079365079366
0,-0.1615079365079366
0,-0.1615079365079366
0,-0.1615079365079366
0,-0.1615079365079366
0,-0.1615079365079366
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0,0.1634920634920634
0.0,0.1634920634920634
0.0,0.19682539682539674
0.0,0.19682539682539674
0.0,0.19682539682539674
0.0,0.11904761904761894
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,-0.03095238095238105
0.0,0.11722943722943714
0.0,0.2838961038961038
0.0,0.2838961038961038
0.0,0.2838961038961038
0.0,0.3338961038961038
0.0,0.3338961038961038
0.0,0.3338961038961038
0.0,0.3338961038961038
0.0,0.3338961038961038
0.0,0.3338961038961038
0.0,0.3338961038961038
