Covid19,CyberAttack
0,0.0
0,-0.5
0,-0.2857142857142857
0,-0.2857142857142857
0,0.014285714285714346
0,0.5571428571428573
0,0.5571428571428573
0,0.47380952380952396
0,0.47380952380952396
0,0.5794913419913421
0,0.979491341991342
0,0.979491341991342
0,0.979491341991342
0,0.979491341991342
0,0.929491341991342
0,0.929491341991342
0,0.854491341991342
0,0.854491341991342
0,0.9908549783549784
0,0.9908549783549784
0,0.9908549783549784
0,1.4908549783549785
0,1.4908549783549785
0,1.0908549783549786
0,1.0908549783549786
0,1.2272186147186148
0,1.2272186147186148
0,1.2272186147186148
0,1.2272186147186148
0,1.2272186147186148
0,1.2272186147186148
0,1.2272186147186148
0,1.3772186147186147
0,1.3772186147186147
0,1.5647186147186147
0,1.5647186147186147
0,1.5647186147186147
0,1.5647186147186147
0,1.5647186147186147
0,1.5647186147186147
0,1.5647186147186147
0,1.5647186147186147
0,2.0647186147186147
0,2.0647186147186147
0,2.0647186147186147
0,2.0647186147186147
0,2.0647186147186147
0,2.6075757575757574
0,2.6075757575757574
0,2.6075757575757574
0,2.6075757575757574
0,2.7439393939393937
0,2.7439393939393937
0,2.6439393939393936
0,2.727272727272727
0,3.197272727272727
0,3.397272727272727
0,3.397272727272727
0,3.397272727272727
0,3.497272727272727
0,3.497272727272727
0,3.497272727272727
0,3.610909090909091
0,4.110909090909091
0,4.210909090909091
0,4.210909090909091
0.0,4.210909090909091
0.0,4.210909090909091
0.0,4.279090909090909
0.0,4.779090909090909
0.0,4.779090909090909
0.0,4.445757575757576
0.0,4.445757575757576
0.0,4.445757575757576
0.0,4.779090909090909
0.0,4.779090909090909
0.0,4.654090909090909
0.0,4.854659090909091
0.0,4.854659090909091
0.0,4.654659090909091
0.0,4.8213257575757575
0.0,4.8213257575757575
0.0,4.8213257575757575
0.0,4.889507575757576
0.0,4.889507575757576
0.0,4.889507575757576
0.0,5.432364718614719
0.0,5.932364718614719
0.0,5.8123647186147185
0.0,5.8123647186147185
0.0,5.8123647186147185
0.0,6.032364718614718
0.0,5.932364718614719
0.0,5.932364718614719
0.0,5.932364718614719
0.0,5.932364718614719
0.2333333333333333,5.932364718614719
0.2333333333333333,6.267591991341991
0.2333333333333333,7.067591991341991
0.2333333333333333,7.067591991341991
0.2333333333333333,7.234258658008658
0.2333333333333333,6.984258658008658
0.2333333333333333,6.984258658008658
0.2333333333333333,6.984258658008658
0.2333333333333333,7.328703102453102
0.2333333333333333,7.495369769119769
0.2333333333333333,7.495369769119769
0.2333333333333333,7.495369769119769
0.2333333333333333,7.945369769119769
0.2333333333333333,8.345369769119769
0.2333333333333333,8.345369769119769
0.2333333333333333,8.345369769119769
0.2333333333333333,8.345369769119769
0.2333333333333333,8.345369769119769
0.2333333333333333,8.345369769119769
0.2333333333333333,8.745369769119769
0.2333333333333333,9.078703102453103
0.2333333333333333,9.078703102453103
0.2333333333333333,8.878703102453104
0.2333333333333333,8.978703102453103
0.2333333333333333,8.978703102453103
0.2333333333333333,8.978703102453103
0.2333333333333333,8.978703102453103
0.2333333333333333,9.103703102453103
0.2333333333333333,9.128703102453104
0.2333333333333333,9.128703102453104
0.2333333333333333,9.128703102453104
0.2333333333333333,9.128703102453104
0.2333333333333333,9.128703102453104
0.2333333333333333,9.128703102453104
0.2333333333333333,9.128703102453104
0.2333333333333333,9.128703102453104
0.2333333333333333,9.628703102453104
0.2333333333333333,9.79536976911977
0.2333333333333333,9.79536976911977
0.2333333333333333,9.79536976911977
0.2333333333333333,10.29536976911977
0.2333333333333333,10.44536976911977
0.2333333333333333,10.778703102453104
0.2333333333333333,10.778703102453104
0.2333333333333333,10.778703102453104
0.2333333333333333,10.778703102453104
0.2333333333333333,10.778703102453104
0.2333333333333333,10.966203102453104
0.2333333333333333,10.99196067821068
0.2333333333333333,10.99196067821068
0.2333333333333333,10.99196067821068
0.2333333333333333,11.206246392496393
0.2333333333333333,11.34261002886003
0.2333333333333333,11.34261002886003
0.2333333333333333,11.34261002886003
0.5833333333333333,11.34261002886003
0.5833333333333333,12.14261002886003
0.5833333333333333,12.14261002886003
0.5833333333333333,12.14261002886003
0.5833333333333333,12.14261002886003
0.5833333333333333,12.64261002886003
0.5833333333333333,12.64261002886003
0.5833333333333333,12.79261002886003
0.5833333333333333,12.842610028860031
0.5833333333333333,12.842610028860031
0.5833333333333333,12.748959235209238
0.5833333333333333,12.748959235209238
0.5833333333333333,12.648959235209238
0.5833333333333333,12.648959235209238
0.5833333333333333,13.648959235209238
0.5833333333333333,13.648959235209238
0.5833333333333333,13.648959235209238
0.5833333333333333,13.648959235209238
0.5833333333333333,14.148959235209238
0.5833333333333333,14.148959235209238
0.5833333333333333,14.552959235209238
0.5833333333333333,14.552959235209238
0.5833333333333333,14.552959235209238
0.5833333333333333,14.552959235209238
0.5833333333333333,14.552959235209238
0.5833333333333333,14.552959235209238
0.5833333333333333,15.152959235209238
0.5833333333333333,15.152959235209238
0.5833333333333333,15.152959235209238
0.4833333333333333,15.152959235209238
0.4833333333333333,15.152959235209238
0.4833333333333333,14.952959235209239
0.4833333333333333,14.952959235209239
0.4833333333333333,14.952959235209239
0.4833333333333333,14.952959235209239
0.4833333333333333,14.702959235209239
0.4833333333333333,14.802959235209238
0.4833333333333333,15.302959235209238
0.4833333333333333,15.802959235209238
0.4833333333333333,16.20295923520924
0.4833333333333333,16.20295923520924
0.4833333333333333,16.00295923520924
0.4833333333333333,16.00295923520924
0.4833333333333333,16.00295923520924
0.4833333333333333,15.80295923520924
0.4833333333333333,15.80295923520924
0.4833333333333333,15.836292568542573
0.4833333333333333,15.836292568542573
0.4833333333333333,16.336292568542575
0.4833333333333333,16.336292568542575
0.4833333333333333,15.336292568542575
0.4833333333333333,15.336292568542575
0.4833333333333333,15.336292568542575
0.4833333333333333,15.472656204906212
0.4833333333333333,15.472656204906212
0.4833333333333333,15.572656204906211
0.4833333333333333,15.572656204906211
0.4833333333333333,15.572656204906211
0.4833333333333333,16.37265620490621
0.4833333333333333,16.37265620490621
0.4833333333333333,16.62265620490621
0.4833333333333333,16.62265620490621
0.4833333333333333,16.78477741702742
0.4833333333333333,17.129221861471866
0.4833333333333333,17.129221861471866
0.4833333333333333,17.129221861471866
0.4833333333333333,17.129221861471866
0.4833333333333333,17.329221861471865
0.4833333333333333,17.329221861471865
0.4833333333333333,17.329221861471865
0.4833333333333333,17.329221861471865
0.4833333333333333,17.329221861471865
0.4833333333333333,17.329221861471865
0.4833333333333333,17.329221861471865
0.4833333333333333,16.529221861471864
0.4833333333333333,16.529221861471864
0.4833333333333333,16.279221861471864
0.4833333333333333,16.283009740259743
0.4833333333333333,16.283009740259743
0.4833333333333333,16.283009740259743
0.4833333333333333,16.283009740259743
0.4833333333333333,16.283009740259743
0.4833333333333333,16.283009740259743
0.4833333333333333,16.283009740259743
0.4833333333333333,16.283009740259743
0.4833333333333333,16.283009740259743
0.4833333333333333,16.283009740259743
0.4833333333333333,16.483009740259742
0.4833333333333333,16.483009740259742
0.4833333333333333,16.783009740259743
0.4833333333333333,17.583009740259744
0.4833333333333333,17.583009740259744
0.4833333333333333,17.583009740259744
0.4833333333333333,17.583009740259744
0.4833333333333333,17.583009740259744
0.4833333333333333,17.583009740259744
0.4833333333333333,17.583009740259744
0.4833333333333333,17.583009740259744
0.4833333333333333,17.583009740259744
0.4833333333333333,17.583009740259744
0.4833333333333333,18.083009740259744
0.4833333333333333,18.883009740259745
0.4833333333333333,18.883009740259745
0.4833333333333333,18.886797619047623
0.4833333333333333,18.886797619047623
0.4833333333333333,18.886797619047623
0.4833333333333333,18.886797619047623
0.4833333333333333,18.886797619047623
0.4833333333333333,18.686797619047624
0.4833333333333333,18.686797619047624
0.4833333333333333,18.686797619047624
0.4833333333333333,19.186797619047624
0.4833333333333333,19.586797619047623
0.4833333333333333,19.586797619047623
0.4833333333333333,19.586797619047623
0.4833333333333333,19.98679761904762
0.4833333333333333,19.98679761904762
0.4833333333333333,19.98679761904762
0.4833333333333333,20.086797619047623
0.4833333333333333,20.086797619047623
0.4833333333333333,20.086797619047623
0.7333333333333333,20.086797619047623
0.7333333333333333,20.086797619047623
0.7333333333333333,20.086797619047623
0.7333333333333333,20.086797619047623
0.7333333333333333,20.086797619047623
0.7333333333333333,20.086797619047623
0.7333333333333333,20.586797619047623
0.7333333333333333,20.586797619047623
0.7333333333333333,20.586797619047623
0.7333333333333333,20.72316125541126
0.7333333333333333,20.72316125541126
